LocationID,Location,AdminLocation1,AdminLocation1Latitude,AdminLocation1Longitude
1257,Mambéré-Kadéï -> Gadzi,Mambéré-Kadéï,4.5,16.0
1258,Nana Mambéré,Nana Mambéré,5.5,15.5
1259,Ouham -> Bouca,Ouham,7.0,18.0
1260,Haut Mbomou -> Zémio,Haut Mbomou,6.0,26.0
1261,Basse Kotto -> Kembé,Basse Kotto,5.0,21.5
1262,Basse Kotto -> Satéma,Basse Kotto,5.0,21.5
1263,Ouham Péndé,Ouham Péndé,7.0,16.0
1264,Ouham -> Markounda,Ouham,7.0,18.0
1265,Ouham -> Nangha Boguila,Ouham,7.0,18.0
1266,Bangui -> 2e Arrondissement,Bangui,4.3667,18.5833
1267,Ouham,Ouham,7.0,18.0
1268,Mambéré-Kadéï,Mambéré-Kadéï,4.5,16.0
1269,Basse Kotto,Basse Kotto,5.0,21.5
1270,Haut Mbomou,Haut Mbomou,6.0,26.0
1271,Mbomou,Mbomou,5.0764181,23.3093406
1272,Kémo -> Mala,Kémo,5.75,19.0833
1273,Kémo -> Dékoa,Kémo,5.75,19.0833
1274,Ouham Péndé -> Bozoum,Ouham Péndé,7.0,16.0
1275,Nana Gribizi,Nana Gribizi,6.657806,19.666148
1276, Ouham > Nana Bakassa,Ouham,7.0,18.0
1277, Lobaye > Boganda,Lobaye,4.0,18.0
1278, Lobaye > Moungoumba,Lobaye,4.0,18.0
1279, Lobaye > Boganangone,Lobaye,4.0,18.0
1280, Mbomou > Gambo,Mbomou,5.0764181,23.3093406
1281, Ombella M'Poko > Boali,Ombella M'Poko,5.0,18.0
1282, Ombella M'Poko > Bogangolo,Ombella M'Poko,5.0,18.0
1283, Ombella M'Poko > Damara,Ombella M'Poko,5.0,18.0
1284, Kémo > Mala,Kémo,5.75,19.0833
1285,CHOCÓ -> RIOSUCIO,CHOCÓ,5.93883,-76.938253
1286,NARIÑO -> BARBACOAS,NARIÑO,1.569519,-77.871608
1287,NARIÑO -> SAN ANDRÉS DE TUMACO,NARIÑO,1.569519,-77.871608
1288,NARIÑO -> MOSQUERA,NARIÑO,1.569519,-77.871608
1289,NARIÑO -> SANTA BÁRBARA,NARIÑO,1.569519,-77.871608
1290,ANTIOQUIA -> APARTADÓ,ANTIOQUIA,6.92599,-75.570959
1291,ARAUCA -> SARAVENA,ARAUCA,6.569909,-70.968822
1292,CHOCÓ -> EL LITORAL DEL SAN JUAN,CHOCÓ,5.93883,-76.938253
1293,PUTUMAYO -> MOCOA,PUTUMAYO,0.458448,-75.864116
1294,LA GUAJIRA -> MAICAO,LA GUAJIRA,11.475968,-72.429918
1295,LA GUAJIRA -> RIOHACHA,LA GUAJIRA,11.475968,-72.429918
1296,ARAUCA -> ARAUCA,ARAUCA,6.569909,-70.968822
1297, DRC > Sud-Kivu > Kalehe > Kalehe,Sud-Kivu,-2.500021,28.866667
1298, DRC > Ituri > Mambasa > Mambasa,Ituri,1.562489,30.248427
1299, DRC > Nord-Kivu > Rutshuru > Bambo,Nord-Kivu,-1.6882,29.2371
1300, DRC > Nord-Kivu > Lubero > Alimbongo,Nord-Kivu,-1.6882,29.2371
1301, DRC > Nord-Kivu > Lubero > Kayna,Nord-Kivu,-1.6882,29.2371
1302, DRC > Nord-Kivu > Rutshuru > Kibirizi,Nord-Kivu,-1.6882,29.2371
1303, DRC > Nord-Kivu > Rutshuru > Birambizo,Nord-Kivu,-1.6882,29.2371
1304, DRC > Ituri > Mambasa > Mandima,Ituri,1.562489,30.248427
1305, DRC > Nord-Kivu > Beni > Oicha,Nord-Kivu,-1.6882,29.2371
1306, DRC > Nord-Kivu > Masisi > Kirotshe,Nord-Kivu,-1.6882,29.2371
1307, DRC > Nord-Kivu > Nyiragongo > Nyiragongo,Nord-Kivu,-1.6882,29.2371
1308, DRC > Nord-Kivu > Goma > Karisimbi,Nord-Kivu,-1.6882,29.2371
1309, DRC > Nord-Kivu > Masisi > Katoyi,Nord-Kivu,-1.6882,29.2371
1310, DRC > Nord-Kivu > Goma > Goma,Nord-Kivu,-1.6882,29.2371
1311, DRC > Nord-Kivu > Masisi > Mweso,Nord-Kivu,-1.6882,29.2371
1312, DRC > Sud-Kivu > Fizi > Fizi,Sud-Kivu,-2.500021,28.866667
1313, DRC > Nord-Kivu > Masisi > Masisi,Nord-Kivu,-1.6882,29.2371
1314, DRC > Tanganyika > Nyunzu > Nyunzu,Tanganyika,-6.255568,29.510771
1315, Kinshasa > Mont Ngafula,Kinshasa,-4.339502,15.309483
1316, Kinshasa > Lemba,Kinshasa,-4.339502,15.309483
1317, Kinshasa > Ndjili,Kinshasa,-4.339502,15.309483
1318, Kinshasa > Masina,Kinshasa,-4.339502,15.309483
1319, Kinshasa > Limete,Kinshasa,-4.339502,15.309483
1320, Kinshasa > Kimbanseke,Kinshasa,-4.339502,15.309483
1321, Kwilu > Idiofa,Kwilu,-3.298349,17.389665
1322, Sud-Kivu > Bukavu,Sud-Kivu,-2.500021,28.866667
1323, Kongo Central > Matadi,Kongo Central,-5.837288,13.449994
1324, Kinshasa > Kalamu,Kinshasa,-4.339502,15.309483
1325, Kinshasa > Kasa Vubu,Kinshasa,-4.339502,15.309483
1326, Kinshasa > Kinshasa,Kinshasa,-4.339502,15.309483
1327, Haut-Katanga > Lubumbashi,Haut-Katanga,-11.659227,27.4741
1328, Kinshasa > Bandalungwa,Kinshasa,-4.339502,15.309483
1329, Kinshasa > Ngaliema,Kinshasa,-4.339502,15.309483
1330, Kinshasa > Kintambo,Kinshasa,-4.339502,15.309483
1331, Kinshasa > Barumbu,Kinshasa,-4.339502,15.309483
1332, Kinshasa > Gombe,Kinshasa,-4.339502,15.309483
1333, Kinshasa > Matete,Kinshasa,-4.339502,15.309483
1334, Kinshasa > Makala,Kinshasa,-4.339502,15.309483
1335, Ituri > Irumu,Ituri,1.562489,30.248427
1336, Ituri > Mahagi,Ituri,1.562489,30.248427
1337, Tanganyika > Moba,Tanganyika,-6.255568,29.510771
1338, Nord-Kivu > Rutshuru,Nord-Kivu,-1.6882,29.2371
1339, Nord-Kivu > Goma,Nord-Kivu,-1.6882,29.2371
1340, Sud-Kivu > Kabare,Sud-Kivu,-2.500021,28.866667
1341, Sud-Kivu > Uvira,Sud-Kivu,-2.500021,28.866667
1342, Kinshasa > Ngaba,Kinshasa,-4.339502,15.309483
1343, Ituri > Aru,Ituri,1.562489,30.248427
1344, Kinshasa > Nsele,Kinshasa,-4.339502,15.309483
1345, Equateur > Mbandaka,Equateur,0.047105,18.271124
1346, Equateur > Mbandaka > Mbandaka,Equateur,0.047105,18.271124
1347, Equateur > Ingende > Lotumbe,Equateur,0.047105,18.271124
1348, Equateur > Ingende > Ingende,Equateur,0.047105,18.271124
1349, Equateur > Mbandaka > Wangata,Equateur,0.047105,18.271124
1350, Equateur > Bikoro > Bikoro,Equateur,0.047105,18.271124
1351, Equateur > Bolomba > Bolomba,Equateur,0.047105,18.271124
1352, Equateur > Bolomba,Equateur,0.047105,18.271124
1353, Equateur > Bikoro > Iboko,Equateur,0.047105,18.271124
1354, Ituri > Djugu > Fataki,Ituri,1.562489,30.248427
1355, Ituri > Djugu > Rethy,Ituri,1.562489,30.248427
1356, Ituri > Djugu,Ituri,1.562489,30.248427
1357, Ituri > Djugu > Tchomia,Ituri,1.562489,30.248427
1358, Ituri > Djugu > Mangala,Ituri,1.562489,30.248427
1359, Ituri > Mahagi > Aungba,Ituri,1.562489,30.248427
1360, Ituri > Mahagi > Mahagi,Ituri,1.562489,30.248427
1361, Ituri > Mahagi > Rimba,Ituri,1.562489,30.248427
1362, Ituri > Djugu > Jiba,Ituri,1.562489,30.248427
1363, Tanganyika > Nyunzu,Tanganyika,-6.255568,29.510771
1364, Kasai Central > Kananga > Kananga,Kasai Central,-6.15,23.599989
1365, Kinshasa > Kinshasa > Gombe,Kinshasa,-4.339502,15.309483
1366, Nord-Kivu > Goma > Goma,Nord-Kivu,-1.6882,29.2371
1367, Sud-Kivu > Bukavu > Bagira,Sud-Kivu,-2.500021,28.866667
1368, Tanganyika > Kalemie > Kalemie,Tanganyika,-6.255568,29.510771
1369, Sud-Kivu > Fizi > Minembwe,Sud-Kivu,-2.500021,28.866667
1370, Sud-Kivu > Mwenga > Itombwe,Sud-Kivu,-2.500021,28.866667
1371, Sud-Kivu > Uvira > Hauts-Plateaux,Sud-Kivu,-2.500021,28.866667
1372, Sud-Kivu > Fizi > Fizi,Sud-Kivu,-2.500021,28.866667
1373, Sud-Kivu > Uvira > Lemera,Sud-Kivu,-2.500021,28.866667
1374, Kasai Central > Kananga,Kasai Central,-6.15,23.599989
1375, Tanganyika > Kalemie,Tanganyika,-6.255568,29.510771
1376, Kinshasa > Kinshasa > Kinshasa,Kinshasa,-4.339502,15.309483
1377, Sud-Kivu,Sud-Kivu,-2.500021,28.866667
1378, Nord-Kivu,Nord-Kivu,-1.6882,29.2371
1379, Kinshasa,Kinshasa,-4.339502,15.309483
1380, Kasai,Kasai,-6.423572,20.795359
1381, Ituri,Ituri,1.562489,30.248427
1382, Nord-Kivu > Rutshuru > Bambo,Nord-Kivu,-1.6882,29.2371
1383, Sud-Kivu > Fizi,Sud-Kivu,-2.500021,28.866667
1384, Tanganyika > Nyunzu > Nyunzu,Tanganyika,-6.255568,29.510771
1385, Sud-Kivu > Mwenga > Mwenga,Sud-Kivu,-2.500021,28.866667
1386, Haut-Katanga > Kasenga > Kasenga,Haut-Katanga,-11.659227,27.4741
1387, Haut-Katanga > Kasenga > Lukafu,Haut-Katanga,-11.659227,27.4741
1388, Haut-Katanga > Kasenga > Kashobwe,Haut-Katanga,-11.659227,27.4741
1389, Sud-Kivu > Shabunda,Sud-Kivu,-2.500021,28.866667
1390, Kasai Central > Kazumba > Bilomba,Kasai Central,-6.15,23.599989
1391, Kasai Central > Kazumba > Tshibala,Kasai Central,-6.15,23.599989
1392, Kasai Central > Kazumba > Kalomba,Kasai Central,-6.15,23.599989
1393, Kasai Central > Luiza > Yangala,Kasai Central,-6.15,23.599989
1394, Kasai Central > Luiza > Luambo,Kasai Central,-6.15,23.599989
1395, Nord-Kivu > Walikale,Nord-Kivu,-1.6882,29.2371
1396, Kasai Central > Dibaya > Dibaya,Kasai Central,-6.15,23.599989
1397, Kasai Central > Kazumba > Ndekesha,Kasai Central,-6.15,23.599989
1398, Haut-Lomami > Malemba-Nkulu,Haut-Lomami,-6.683035,25.8
1399, Kasai > Kamonia > Kalonda Ouest,Kasai,-6.423572,20.795359
1400, Kasai Oriental > Kabeya-Kamwanga,Kasai Oriental,-6.150032,23.6
1401, Kasai Oriental > Miabi,Kasai Oriental,-6.150032,23.6
1402, Tanganyika > Manono,Tanganyika,-6.255568,29.510771
1403, Maniema > Kasongo,Maniema,-2.949743,25.949989
1404, Maniema > Kabambare,Maniema,-2.949743,25.949989
1405, Sud-Kivu > Shabunda > Kalole,Sud-Kivu,-2.500021,28.866667
1406, Sud-Kivu > Shabunda > Mulungu,Sud-Kivu,-2.500021,28.866667
1407, Kasai > Kamonia > Mutena,Kasai,-6.423572,20.795359
1408, Kasai > Kamonia > Kanzala,Kasai,-6.423572,20.795359
1409, Maniema > Punia > Ferekeni,Maniema,-2.949743,25.949989
1410, Sud-Kivu > Fizi > Nundu,Sud-Kivu,-2.500021,28.866667
1411, Sankuru > Kole > Bena Dibele,Sankuru,-4.966357,23.450021
1412, Kasai Oriental > Tshilenge > Kasansa,Kasai Oriental,-6.150032,23.6
1413, Nord-Kivu > Walikale > Pinga,Nord-Kivu,-1.6882,29.2371
1414, Ituri > Djugu > Drodro,Ituri,1.562489,30.248427
1415, Ituri > Djugu > Bambu,Ituri,1.562489,30.248427
1416, Nord-Kivu > Beni,Nord-Kivu,-1.6882,29.2371
1417, Nord-Kivu > Masisi,Nord-Kivu,-1.6882,29.2371
1418, Tanganyika > Moba > Moba,Tanganyika,-6.255568,29.510771
1419, Tanganyika > Kabalo > Kabalo,Tanganyika,-6.255568,29.510771
1420, Tanganyika > Manono > Kiyambi,Tanganyika,-6.255568,29.510771
1421, Nord-Kivu > Walikale > Walikale,Nord-Kivu,-1.6882,29.2371
1422, Sankuru > Kole > Kole,Sankuru,-4.966357,23.450021
1423, Ituri > Mahagi > Nyarambe,Ituri,1.562489,30.248427
1424, Ituri > Mahagi > Angumu,Ituri,1.562489,30.248427
1425, Ituri > Djugu > Linga,Ituri,1.562489,30.248427
1426, Ituri > Djugu > Lita,Ituri,1.562489,30.248427
1427, Kasai Central > Kananga > Katoka,Kasai Central,-6.15,23.599989
1428, Kasai Central > Kananga > Ndesha,Kasai Central,-6.15,23.599989
1429, Tshopo > Bafwasende,Tshopo,0.518267,25.187572
1430, Tshopo > Banalia,Tshopo,0.518267,25.187572
1431, Tshopo > Isangi,Tshopo,0.518267,25.187572
1432, Tanganyika > Kalemie > Nyemba,Tanganyika,-6.255568,29.510771
1433, Sud-Kivu > Fizi > Kimbi Lulenge,Sud-Kivu,-2.500021,28.866667
1434, Nord-Kivu > Beni > Mutwanga,Nord-Kivu,-1.6882,29.2371
1435, Nord-Kivu > Lubero > Kayna,Nord-Kivu,-1.6882,29.2371
1436, Nord-Kivu > Beni > Oicha,Nord-Kivu,-1.6882,29.2371
1437, Nord-Kivu > Beni > Beni,Nord-Kivu,-1.6882,29.2371
1438, Sud-Kivu > Uvira > Ruzizi,Sud-Kivu,-2.500021,28.866667
1439, Haut-Katanga > Pweto > Kilwa,Haut-Katanga,-11.659227,27.4741
1440, Maniema > Punia,Maniema,-2.949743,25.949989
1441, Nord-Kivu > Rutshuru > Birambizo,Nord-Kivu,-1.6882,29.2371
1442, Maniema > Lubutu > Lubutu,Maniema,-2.949743,25.949989
1443, Ituri > Irumu > Bunia,Ituri,1.562489,30.248427
1444, Nord-Kivu > Beni > Kamango,Nord-Kivu,-1.6882,29.2371
1445, Sud-Kivu > Kalehe > Minova,Sud-Kivu,-2.500021,28.866667
1446, Sud-Kivu > Kabare > Miti-Murhesa,Sud-Kivu,-2.500021,28.866667
1447, Sud-Kivu > Uvira > Uvira,Sud-Kivu,-2.500021,28.866667
1448, Sud-Kivu > Kalehe > Kalehe,Sud-Kivu,-2.500021,28.866667
1449, Maniema > Kabambare > Lusangi,Maniema,-2.949743,25.949989
1450, Maniema > Kabambare > Kabambare,Maniema,-2.949743,25.949989
1451, Maniema > Kabambare > Saramabila,Maniema,-2.949743,25.949989
1452, Nord-Kivu > Masisi > Mweso,Nord-Kivu,-1.6882,29.2371
1453, Kasai > Kamonia > Kamwesha,Kasai,-6.423572,20.795359
1454, Ituri > Irumu > Rwampara,Ituri,1.562489,30.248427
1455, Nord-Kivu > Masisi > Masisi,Nord-Kivu,-1.6882,29.2371
1456, Tanganyika > Kongolo > Mbulula,Tanganyika,-6.255568,29.510771
1457, Kasai Oriental > Miabi > Miabi,Kasai Oriental,-6.150032,23.6
1458, Nord-Kivu > Butembo > Butembo,Nord-Kivu,-1.6882,29.2371
1459, Kasai > Kamonia > Kamonia,Kasai,-6.423572,20.795359
1460, Nord-Kivu > Masisi > Kirotshe,Nord-Kivu,-1.6882,29.2371
1461, Nord-Kivu > Goma > Karisimbi,Nord-Kivu,-1.6882,29.2371
1462, Nord-Kivu > Nyiragongo > Nyiragongo,Nord-Kivu,-1.6882,29.2371
1463, Nord-Kivu > Rutshuru > Rutshuru,Nord-Kivu,-1.6882,29.2371
1464, Ituri > Mambasa > Mambasa,Ituri,1.562489,30.248427
1465, Ituri > Irumu > Komanda,Ituri,1.562489,30.248427
1466, Ituri > Mambasa > Lolwa,Ituri,1.562489,30.248427
1467, Nord-Kivu > Walikale > Kibua,Nord-Kivu,-1.6882,29.2371
1468, Sud-Kivu > Shabunda > Lulingu,Sud-Kivu,-2.500021,28.866667
1469, Mai-Ndombe > Kwamouth > Kwamouth,Mai-Ndombe,-1.944394,18.273916
1470, Mai-Ndombe > Bolobo > Bolobo,Mai-Ndombe,-1.944394,18.273916
1471, Kwango > Kenge > Boko,Kwango,-4.866367,16.983376
1472, Kwilu > Bandundu ville > Bandundu,Kwilu,-3.298349,17.389665
1473, Kwango > Kenge > Kenge,Kwango,-4.866367,16.983376
1474, Kwango > Popokabaka > Popokabaka,Kwango,-4.866367,16.983376
1475, Nord-Kivu > Rutshuru > Kibirizi,Nord-Kivu,-1.6882,29.2371
1476, Nord-Kivu > Lubero > Musienene,Nord-Kivu,-1.6882,29.2371
1477, Nord-Kivu > Rutshuru > Rwanguba,Nord-Kivu,-1.6882,29.2371
1478, Tanganyika > Kongolo > Kongolo,Tanganyika,-6.255568,29.510771
1479, Ituri > Irumu > Boga,Ituri,1.562489,30.248427
1480, Ituri > Irumu > Gethy,Ituri,1.562489,30.248427
1481, DRC > Ituri > Irumu > Gethy,Ituri,1.562489,30.248427
1482,Kasai,Kasai,-6.423572,20.795359
1483,Kasai Central,Kasai Central,-6.15,23.599989
1484,Kasai Oriental,Kasai Oriental,-6.150032,23.6
1485,Kasai Central -> Luiza,Kasai Central,-6.15,23.599989
1486,Kasai Central -> Dibaya,Kasai Central,-6.15,23.599989
1487,Kasai Oriental -> Kabeya-Kamwanga,Kasai Oriental,-6.150032,23.6
1488,Kasai Oriental -> Tshilenge,Kasai Oriental,-6.150032,23.6
1489,Kasai -> Kamonia,Kasai,-6.423572,20.795359
1490,Kasai -> Mweka,Kasai,-6.423572,20.795359
1491,Kasai Oriental -> Miabi,Kasai Oriental,-6.150032,23.6
1492,Lomami -> Kamiji,Lomami,-6.133365,24.483333
1493,Lomami -> Mwene-Ditu,Lomami,-6.133365,24.483333
1494,Lomami -> Luilu,Lomami,-6.133365,24.483333
1495,Maniema -> Punia,Maniema,-2.949743,25.949989
1496,Maniema,Maniema,-2.949743,25.949989
1497,Tanganyika -> Kalemie,Tanganyika,-6.255568,29.510771
1498,Tanganyika,Tanganyika,-6.255568,29.510771
1499,Kasai Central -> Kazumba,Kasai Central,-6.15,23.599989
1500,Sud-Kivu,Sud-Kivu,-2.500021,28.866667
1501,Nord-Kivu,Nord-Kivu,-1.6882,29.2371
1502,Kasai Central -> Kananga,Kasai Central,-6.15,23.599989
1503,Sud-Kivu -> Fizi,Sud-Kivu,-2.500021,28.866667
1504,Haut-Katanga -> Pweto,Haut-Katanga,-11.659227,27.4741
1505,Nord-Kivu -> Rutshuru,Nord-Kivu,-1.6882,29.2371
1506,Kasai Central -> Dimbelenge,Kasai Central,-6.15,23.599989
1507,Kasai Central -> Demba,Kasai Central,-6.15,23.599989
1508,Nord-Kivu -> Lubero,Nord-Kivu,-1.6882,29.2371
1509,Nord-Kivu -> Butembo,Nord-Kivu,-1.6882,29.2371
1510,Nord-Kivu -> Masisi,Nord-Kivu,-1.6882,29.2371
1511,Nord-Kivu -> Walikale,Nord-Kivu,-1.6882,29.2371
1512,Nord-Kivu -> Beni,Nord-Kivu,-1.6882,29.2371
1513,Sud-Kivu -> Shabunda,Sud-Kivu,-2.500021,28.866667
1514,Maniema -> Kabambare,Maniema,-2.949743,25.949989
1515,Kasai -> Ilebo,Kasai,-6.423572,20.795359
1516,Sankuru -> Lusambo,Sankuru,-4.966357,23.450021
1517,Kasai Oriental -> Mbuji-Mayi,Kasai Oriental,-6.150032,23.6
1518,Kasai -> Dekese,Kasai,-6.423572,20.795359
1519,Sankuru -> Kole,Sankuru,-4.966357,23.450021
1520,Sud-Kivu -> Uvira,Sud-Kivu,-2.500021,28.866667
1521,Tanganyika -> Manono,Tanganyika,-6.255568,29.510771
1522,Tanganyika -> Kabalo,Tanganyika,-6.255568,29.510771
1523,Ituri,Ituri,1.562489,30.248427
1524,Ituri -> Djugu,Ituri,1.562489,30.248427
1525,Ituri -> Irumu,Ituri,1.562489,30.248427
1526,Haut-Katanga -> Mitwaba,Haut-Katanga,-11.659227,27.4741
1527,Tanganyika -> Nyunzu,Tanganyika,-6.255568,29.510771
1528,Haut-Lomami -> Kamina,Haut-Lomami,-6.683035,25.8
1529,Haut-Lomami -> Bukama,Haut-Lomami,-6.683035,25.8
1530,Lualaba -> Lubudi,Lualaba,-10.716635,25.4725
1531,Haut-Lomami -> Malemba-Nkulu,Haut-Lomami,-6.683035,25.8
1532,Lualaba -> Kapanga,Lualaba,-10.716635,25.4725
1533,Ituri -> Mahagi,Ituri,1.562489,30.248427
1534,Sud-Kivu -> Bukavu,Sud-Kivu,-2.500021,28.866667
1535,Kinshasa,Kinshasa,-4.339502,15.309483
1536,Nord-Kivu -> Goma,Nord-Kivu,-1.6882,29.2371
1537,Kinshasa -> Kinshasa,Kinshasa,-4.339502,15.309483
1538,Lomami,Lomami,-6.133365,24.483333
1539,Sankuru,Sankuru,-4.966357,23.450021
1540,Lualaba,Lualaba,-10.716635,25.4725
1541, Kasai > Kamonia,Kasai,-6.423572,20.795359
1542, Kasai Central > Luiza,Kasai Central,-6.15,23.599989
1543, Kasai Central > Demba,Kasai Central,-6.15,23.599989
1544, Kasai > Ilebo,Kasai,-6.423572,20.795359
1545, Kasai Central > Kazumba,Kasai Central,-6.15,23.599989
1546, Kasai > Luebo,Kasai,-6.423572,20.795359
1547, Kasai > Mweka,Kasai,-6.423572,20.795359
1548, Kasai Central > Dibaya,Kasai Central,-6.15,23.599989
1549, Kasai > Dekese,Kasai,-6.423572,20.795359
1550, Kasai Central > Dimbelenge,Kasai Central,-6.15,23.599989
1551, Haut-Katanga > Pweto,Haut-Katanga,-11.659227,27.4741
1552, Ituri > Mambasa,Ituri,1.562489,30.248427
1553, Nord-Kivu > Lubero,Nord-Kivu,-1.6882,29.2371
1554, Haut-Lomami > Bukama,Haut-Lomami,-6.683035,25.8
1555, Mai-Ndombe > Yumbi,Mai-Ndombe,-1.944394,18.273916
1556, Nord-Kivu > Butembo,Nord-Kivu,-1.6882,29.2371
1557, Sud-Kivu > Mwenga,Sud-Kivu,-2.500021,28.866667
1558, Kwilu > Bagata,Kwilu,-3.298349,17.389665
1559, Kwango > Kenge,Kwango,-4.866367,16.983376
1560, Mai-Ndombe > Inongo,Mai-Ndombe,-1.944394,18.273916
1561, Kasai Oriental > Mbuji-Mayi,Kasai Oriental,-6.150032,23.6
1562, Kwilu > Bandundu ville,Kwilu,-3.298349,17.389665
1563, Mai-Ndombe > Bolobo,Mai-Ndombe,-1.944394,18.273916
1564, Sud-Kivu > Walungu,Sud-Kivu,-2.500021,28.866667
1565, Mai-Ndombe > Kwamouth,Mai-Ndombe,-1.944394,18.273916
1566, Mai-Ndombe > Mushie,Mai-Ndombe,-1.944394,18.273916
1567, Mai-Ndombe > Kiri,Mai-Ndombe,-1.944394,18.273916
1568, Mai-Ndombe > Kutu,Mai-Ndombe,-1.944394,18.273916
1569, Ethiopia > Somali > Afder > God-God,Somali,6.92946999,43.32903576
1570, Ethiopia > Somali > Daawa > Moyale (SM),Somali,6.92946999,43.32903576
1571, Ethiopia > SNNP > Konso > Karat Zuria,SNNP,5.92715271,37.23485443
1572, Ethiopia > Oromia > East Bale > Dawe Ketchen,Oromia,7.52471684,40.76594682
1573, Ethiopia > Oromia > East Bale > Dawe Serer,Oromia,7.52471684,40.76594682
1574, Ethiopia > Oromia > Guji > Gora Dola,Oromia,7.52471684,40.76594682
1575, Ethiopia > Oromia > Borena > Dubluk,Oromia,7.52471684,40.76594682
1576, Ethiopia > Oromia > Borena > Moyale (OR),Oromia,7.52471684,40.76594682
1577, Ethiopia > Somali > Afder > Barey,Somali,6.92946999,43.32903576
1578, Ethiopia > Somali > Nogob > Dihun,Somali,6.92946999,43.32903576
1579, Ethiopia > SNNP > South Omo > Bena Tsemay,SNNP,5.92715271,37.23485443
1580, Ethiopia > SNNP > South Omo > Dasenech /Kuraz,SNNP,5.92715271,37.23485443
1581, Ethiopia > Somali > Liban > Quarsadula,Somali,6.92946999,43.32903576
1582, Ethiopia > Somali > Liban > Guradamole,Somali,6.92946999,43.32903576
1583, Ethiopia > Oromia > Bale > Meda Welabu,Oromia,7.52471684,40.76594682
1584, Ethiopia > Oromia > Bale > Gura Damole,Oromia,7.52471684,40.76594682
1585, Ethiopia > Amhara > South Wello > Argoba,Amhara,11.56495272,38.04353749
1586, Ethiopia > Amhara > Wag Hamra > Sahila,Amhara,11.56495272,38.04353749
1587, Ethiopia > Amhara > North Shewa (AM) > Eferatana Gidem,Amhara,11.56495272,38.04353749
1588, Ethiopia > Amhara > Oromia > Jilye Tumuga,Amhara,11.56495272,38.04353749
1589, Ethiopia > Amhara > West Gojam > Jabi Tehnan,Amhara,11.56495272,38.04353749
1590, Ethiopia > Amhara > East Gojam > Debre Markos town,Amhara,11.56495272,38.04353749
1591, Ethiopia > Amhara > West Gojam > Quarit,Amhara,11.56495272,38.04353749
1592, Ethiopia > Amhara > West Gojam > Dega Damot,Amhara,11.56495272,38.04353749
1593, Ethiopia > Amhara > North Gondar > Janamora,Amhara,11.56495272,38.04353749
1594, Ethiopia > Amhara > North Gondar > Beyeda,Amhara,11.56495272,38.04353749
1595, Ethiopia > Amhara > North Gondar > Telemt,Amhara,11.56495272,38.04353749
1596, Ethiopia > Amhara > East Gojam > Goncha Siso Enebse,Amhara,11.56495272,38.04353749
1597, Ethiopia > Amhara > East Gojam > Enebse Sarmder,Amhara,11.56495272,38.04353749
1598, Ethiopia > Somali > Shabelle > Kelafo,Somali,6.92946999,43.32903576
1599, Ethiopia > South West Ethiopia > Dawuro > Zabagazo,South West Ethiopia,6.97703822,36.19193217
1600, Ethiopia > Somali > Daawa > Qada Duma,Somali,6.92946999,43.32903576
1601, Ethiopia > SNNP > Konso > Kena,SNNP,5.92715271,37.23485443
1602, Ethiopia > Amhara > West Gojam > Adete town,Amhara,11.56495272,38.04353749
1603, Ethiopia > Amhara > West Gojam > Merawi town,Amhara,11.56495272,38.04353749
1604, Ethiopia > Amhara > Wag Hamra > Tsagbeji,Amhara,11.56495272,38.04353749
1605, Ethiopia > Amhara > Wag Hamra > Zequala,Amhara,11.56495272,38.04353749
1606, Ethiopia > Amhara > North Wello > Habru,Amhara,11.56495272,38.04353749
1607, Ethiopia > Amhara > Wag Hamra > Abergele (AM),Amhara,11.56495272,38.04353749
1608, Ethiopia > Amhara > South Wello > Mekdela,Amhara,11.56495272,38.04353749
1609, Ethiopia > Amhara > North Shewa (AM) > Debre Berhan town,Amhara,11.56495272,38.04353749
1610, Ethiopia > Amhara > South Wello > Mekane Selame,Amhara,11.56495272,38.04353749
1611, Ethiopia > Amhara > North Shewa (AM) > Shoa Robit,Amhara,11.56495272,38.04353749
1612, Ethiopia > Afar > Fanti /Zone 4 > Teru,Afar,12.03628232,40.77273098
1613, Ethiopia > Oromia > West Wellega > Gudetu Kondole,Oromia,7.52471684,40.76594682
1614, Ethiopia > Oromia > East Wellega > Sibu Sire,Oromia,7.52471684,40.76594682
1615, Ethiopia > Oromia > West Wellega > Begi,Oromia,7.52471684,40.76594682
1616, Ethiopia > Tigray > North Western > Sheraro town,Tigray,13.79437533,39.1047303
1617, Ethiopia > Afar > Kilbati /Zone2 > Kunneba,Afar,12.03628232,40.77273098
1618, Ethiopia > Afar > Kilbati /Zone2 > Berahile,Afar,12.03628232,40.77273098
1619, Ethiopia > Afar > Kilbati /Zone2 > Abaala,Afar,12.03628232,40.77273098
1620, Ethiopia > Benishangul Gumz > Kamashi > Dembe,Benishangul Gumz,10.50350367,35.44001494
1621, Ethiopia > Tigray > North Western > Selekleka,Tigray,13.79437533,39.1047303
1622, Ethiopia > Tigray > North Western > Asgede,Tigray,13.79437533,39.1047303
1623,Somali -> Afder -> Chereti/Weyib,Somali,6.93277841,43.32988331
1624,Somali -> Afder -> Hargele,Somali,6.93277841,43.32988331
1625,Somali -> Afder -> Serer/Elkere,Somali,6.93277841,43.32988331
1626,Somali -> Korahe -> Shilabo,Somali,6.93277841,43.32988331
